tag,count
DividendsPayableAmount,112
IntangibleAssetsGrossExcludingGoodwill,111
OtherAssetsHeldForSale,111
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,111
InventoryGasInStorageUndergroundNoncurrent,110
LimitedPartnersCumulativeNetIncome,110
DueToOfficersOrStockholders,110
StandardProductWarrantyAccrual,110
DeferredTaxAssetsValuationAllowanceNoncurrent,109
PublicUtilitiesPropertyPlantAndEquipmentGenerationOrProcessing,109
ValueAddedTaxReceivableNoncurrent,109
ParticipatingMortgageLoansParticipationLiabilitiesAmount,109
AlternativeInvestmentsFairValueDisclosure,109
EnergyRelatedInventoryCoal,108
DueFromEmployees,108
GasImbalancePayableCurrent,107
CapitalizedCostsOilAndGasProducingActivitiesGross,107
NoncurrentContractLiabilities,107
MediumTermNotes,107
ContractReceivableRetainageDueOneYearOrLess,106
OtherOwnershipInterestsUnitsIssued,106
InventoryOreStockpilesOnLeachPads,106
DepositsFromCustomers,106
InterestBearingDomesticDepositMoneyMarket,106
ConvertibleDebtFairValueDisclosures,105
InventoryForLongTermContractsOrPrograms,105
OtherCurrentNonfinancialLiabilities,104
ContractReceivableDueOneYearOrLess,104
CommonStocksIncludingAdditionalPaidInCapitalNetOfDiscount,103
NoncurrentTradeReceivables,103
TimeDepositsAtOrAboveFDICInsuranceLimit,103
JuniorSubordinatedDebentureOwedToUnconsolidatedSubsidiaryTrustNoncurrent,103
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,103
AssetRetirementObligationLegallyRestrictedAssetsFairValue,102
InventoryLandHeldForSale,102
NoncurrentFinancialLiabilities,102
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,102
CurrentFinancialLiabilities,102
HedgingLiabilitiesNoncurrent,102
LoansReceivableCommercialConstruction,101
DueFromOfficersOrStockholdersNoncurrent,101
PledgedAssetsSeparatelyReportedLoansPledgedAsCollateralAtFairValue,101
OtherMarketableSecuritiesNoncurrent,101
DeferredRevenueLeasesCurrent,101
SubordinatedLiabilities,101
CurrentContractAssets,100
GoodwillGross,100
BilledContractReceivables,100
ContractWithCustomerRefundLiabilityCurrent,100
DeferredSubscriberAcquisitionCostsNoncurrent,100
FederalHomeLoanBankAdvancesCurrent,100
LoansReceivableCommercialFinancialAndAgricultural,99
TemporaryEquitySharesSubscribedButUnissuedSubscriptionsReceivable,99
InvestmentsInAndAdvancesToAffiliatesAmountOfEquity,99
OpenOptionContractsWrittenAtFairValue,99
FinancialAssetsAtFairValueThroughProfitOrLoss,99
InventoryBuildingsAndImprovements,99
PublicUtilitiesPropertyPlantAndEquipmentDistribution,99
PlantHeldForFutureUseAmount,98
AssetsHeldForSaleLongLivedFairValueDisclosure,98
ReinsuranceRecoverablesOnUnpaidLosses,97
OtherPostretirementDefinedBenefitPlanLiabilitiesCurrentAndNoncurrent,97
DepositsFromBanks,97
RelatedPartyDebtNoncurrent,97
StatutoryAccountingPracticesRetainedEarningsNotAvailableForDividends,97
OtherSundryLiabilitiesCurrent,97
FlightEquipmentNet,97
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,96
PostemploymentBenefitsLiabilityCurrentAndNoncurrent,95
UnrecoveredCostsForPurchasedGasAmount,95
ProgressPaymentsNettedAgainstInventoryForLongTermContractsOrPrograms,95
RealEstateHeldForDevelopmentAndSaleNet,95
RealEstateLiabilitiesAssociatedWithAssetsHeldForDevelopmentAndSale,94
PreferredUnitsAuthorized,94
SecuritiesOwnedNotReadilyMarketable,94
AssetsSoldUnderAgreementsToRepurchaseRepurchaseLiability,94
ContractReceivableRetainageDueAfterOneYear,94
LitigationReserve,94
LifeSettlementContractsInvestmentMethodCarryingAmount,93
DeferredPolicyAcquisitionCostsNet,93
IndefiniteLivedIntangibleAssets,93
DeferredTaxLiabilitiesDerivatives,92
GroundLeasesNet,92
PledgedAssetsSeparatelyReportedFinanceReceivablesPledgedAsCollateralAtFairValue,92
CustomerLoyaltyProgramLiabilityCurrent,92
GeneralPartnersCumulativeCashDistributions,91
DividendsPayable,91
CurrentLiabilitiesOtherThanLiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,91
AccruedRoyaltiesCurrentAndNoncurrent,91
SecuritiesLoanedOrSoldUnderAgreementsToRepurchaseFairValueDisclosure,91
LoansAndLeasesReceivableConsumerInstallmentDurableGoods,90
EnergyRelatedInventoryPropaneGas,90
RelatedPartyTransactionDueFromToRelatedPartyNoncurrent,89
InventoryRealEstateConstructionInProcess,89
DisposalGroupIncludingDiscontinuedOperationLongLivedAssets,89
NoninterestBearingDomesticDepositChecking,89
SecurityOwnedAndSoldNotYetPurchasedFairValueSecurityOwned,89
AcquisitionCostsCumulative,89
AccrualForEnvironmentalLossContingencies,89
LimitedPartnersCumulativeCashDistributions,88
DeferredCompensationSharebasedArrangementsLiabilityCurrentAndNoncurrent,88
PropertyPlantAndEquipmentOwnedGross,88
CreditCardReceivables,88
DirectToTelevisionFilmCosts,88
ConvertiblePreferredStockSharesAuthorized,88
TaxCreditCarryforwardAmount,87
ConvertiblePreferredStockParStatedValuePerShare,87
NoncurrentInventories,87
MandatorilyRedeemablePreferredStockFairValueDisclosure,87
OtherAssetsMiscellaneousCurrent,87
AssetsArisingFromExplorationForAndEvaluationOfMineralResources,87
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,86
DepositsForeign,86
LoansReceivableMortgageWarehouseLending,86
LiabilityForFuturePolicyBenefitsDisabilityAndAccidentBenefits,86
DepositContractsAssets,85
ConvertiblePreferredStockSharesIssuedUponConversion,85
PreferredStockRedemptionPricePerShare,85
FinancialInstrumentsOwnedPrincipalInvestmentsAtFairValue,85
BusinessAcquisitionContingentConsiderationAtFairValue,85
InvestmentOwnedUnrecognizedUnrealizedDepreciation,85
CurrentPayablesOnSocialSecurityAndTaxesOtherThanIncomeTax,84
LoansFromOtherFederalHomeLoanBanks,84
AccrualsClassifiedAsCurrent,84
NoncurrentPrepayments,84
RealEstateAndAccumulatedDepreciationInitialCostOfLand,83
DeferredTaxAssetsInProcessResearchAndDevelopment,83
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedContingentLiability,83
DebtSecuritiesAvailableForSaleAllowanceForCreditLoss,83
TradingSecuritiesRestricted,83
RedeemableNoncontrollingInterestEquityRedemptionValue,83
NoncurrentFinanceLeaseLiabilities,82
PremiumsReceivableGross,82
OilAndGasJointInterestBillingReceivables,82
LoansAndAdvancesToCustomers,82
AccruedSalaries,82
NoncurrentRecognisedAssetsDefinedBenefitPlan,82
InventoryLandHeldForDevelopmentAndSale,82
DeferredCostsLeasingGross,82
FrequentFlierLiabilityCurrent,82
PledgedFinancialInstrumentsNotSeparatelyReportedSecuritiesPledged,82
OtherMarketableSecuritiesCurrent,82
ReverseRepurchaseAgreementsAndCashCollateralOnSecuritiesBorrowed,81
CommonStockAdditionalSeriesParOrStatedValuePerShare,81
RepurchaseAgreementsAndCashCollateralOnSecuritiesLent,81
RetailRelatedInventory,81
OtherCommitment,80
OfferingCostsPartnershipInterests,80
CashAndBankBalancesAtCentralBanks,80
PublicUtilitiesPropertyPlantAndEquipmentTransmission,80
ReceivablesHeldForSaleAmount,80
FrequentFlierLiabilityNoncurrent,80
TradingSecuritiesShortTermInvestmentsAmortizedCost,80
PreferredStockAdditionalSeriesSharesIssued,80
PreferredStockAdditionalSeriesSharesAuthorized,79
ConvertiblePreferredStockSharesReservedForFutureIssuance,79
PublicUtilitiesPropertyPlantAndEquipmentCommon,79
ConvertiblePreferredStockSharesIssued,79
AllowanceForNotesReceivable,79
NumberOfSharesIssued,79
AccruedRentCurrentAndNoncurrent,79
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsNet,79
PledgedAssetsSeparatelyReportedMortgageRelatedSecuritiesAvailableForSaleOrHeldForInvestment,78
NumberOfSharesOutstanding,78
HeldToMaturitySecuritiesRestricted,78
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseGross,77
FinancialInstrumentsSoldNotYetPurchasedUSGovernmentAndAgencyObligations,77
AssetsHeldInTrust,77
SecuritiesSoldNotYetPurchasedFairValueDisclosure,77
FederalHomeLoanBankBorrowingsFairValueDisclosure,77
CurrentDividendPayables,76
FinancialLiabilitiesAtFairValueThroughProfitOrLoss,76
OpenOptionContractsWrittenPremiums,76
DeferredRevenueLeasesAccumulatedAmortization,75
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,75
FairValueNetAssetLiability,75
InterestRateCashFlowHedgeLiabilityAtFairValue,75
CustomerAdvancesAndProgressPaymentsForLongTermContractsOrPrograms,75
SupplementaryInsuranceInformationLiabilityForFuturePolicyBenefitsLossesClaimsAndLossExpenseReserves,75
ConvertiblePreferredStockSharesOutstanding,75
EstimatedInsuranceRecoveries,75
DeferredCompensationCashbasedArrangementsLiabilityClassifiedNoncurrent,74
DefinedBenefitPlanAssetsForPlanBenefitsCurrentAndNoncurrent,74
CapitalLeasesNetInvestmentInDirectFinancingLeasesInitialDirectCosts,74
BusinessCombinationLiabilitiesArisingFromContingenciesAmountRecognized,74
DeferredTaxAssetsOther,74
PledgedFinancialInstrumentsNotSeparatelyReportedMortgageRelatedSecuritiesAvailableForSaleOrHeldForInvestment,74
DueFromOtherRelatedPartiesNoncurrent,74
DeferredIncomeCurrent,74
AirlineRelatedInventoryValuationReserves,73
CustomerRefundLiabilityNoncurrent,73
DeferredTaxLiabilitiesOtherComprehensiveIncome,73
OtherAssetsHeldForSaleCurrent,73
ClosedBlockLiabilitiesPolicyholderDividendObligation,73
LeaseIncentiveReceivableNoncurrent,73
DepositsFairValueDisclosure,73
InventoryFinishedHomes,72
InterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,72
InvestmentInPhysicalCommoditiesFairValueDisclosure,72
DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentLiabilities,72
CurrentFinanceLeaseLiabilities,72
CarryingValueOfFederalFundsPurchasedSecuritiesSoldUnderAgreementsToRepurchaseAndDepositsReceivedForSecuritiesLoaned,72
EmployeeRelatedLiabilities,71
StatutoryReserve,71
ReinsuranceRecoverableGuaranteeBenefits,71
CommonStockHeldBySubsidiary,71
CustomersLiabilityForAcceptancesNet,71
TimeDepositsNoncurrent,71
InvestmentsInAssociatesAccountedForUsingEquityMethod,70
DeferredTaxLiabilityAsset,70
DeferredAdvertisingCosts,70
AccountsPayableInterestBearingCurrent,70
DebtDefaultLongtermDebtAmount,70
DeferredCompensationArrangementWithIndividualRecordedLiability,70
LimitedPartnersOfferingCosts,69
CurrentFinancialAssetsAvailableforsale,69
TemporaryEquityShareSubscriptions,69
CapitalizedCostsAssetRetirementCosts,69
InterestsContinuedToBeHeldByTransferorFairValue,68
NotesReceivableFairValueDisclosure,68
DerivativeAssetsLiabilitiesAtFairValueNet,68
LoansAndLeasesReceivableOtherAllowance,68
OtherAccruedLiabilities,68
FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,68
FederalFundsPurchasedAndSecuritiesLoanedOrSoldUnderAgreementsToRepurchaseFairValueDisclosure,68
CommonUnitAuthorized,68
InvestmentsInPowerAndDistributionProjects,67
CommonStockCapitalSharesReservedForFutureIssuance,67
CustomerRefundableFees,67
ReinsuranceRecoverablesAllowance,67
DebtSecuritiesAvailableForSaleRestricted,67
SalesAndExciseTaxPayableCurrentAndNoncurrent,67
WarrantsNotSettleableInCashFairValueDisclosure,67
AccountsReceivableGrossNoncurrent,67
EmployeeStockOwnershipPlanESOPRepurchaseObligationAmount,67
DeferredFinanceCostsGross,67
DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,66
UnbilledReceivablesNotBillableAtBalanceSheetDateAmountExpectedToBeCollectedAfterOneYear,66
DueFromJointVenturesNoncurrent,66
DepositsWithOtherFederalHomeLoanBanks,66
FinancialServicesLiabilities,65
FinancialInstrumentsSoldNotYetPurchasedCorporateEquities,65
FinancialInstrumentsSoldNotYetPurchasedCorporateDebt,65
LoansAndAdvancesToBanks,65
LiabilitiesOfBusinessTransferredUnderContractualArrangementCurrent,65
FinancialInstrumentsOwnedCorporateDebtAtFairValue,65
ReserveOfCashFlowHedges,65
BusinessAcquisitionContingentConsiderationPotentialCashPayment,65
DeferredTaxAssetsValuationAllowanceCurrent,64
NoncurrentFinancialAssetsAvailableforsale,64
RegistrationPaymentArrangementAccrualCarryingValue,64
EquitySecuritiesFvNiAndWithoutReadilyDeterminableFairValue,64
DeferredFinanceCostsCurrentGross,64
AmountOfDeferredCostsRelatedToLongTermContracts,64
NoncurrentReceivablesDueFromRelatedParties,63
OtherEmployeeRelatedLiabilitiesCurrentAndNoncurrent,63
LoansAndLeasesReceivableNetReportedAmountOther,63
ConstructionLoanNoncurrent,63
LongTermDebtComponentsMortgageLoans,63
LeaseIncentivePayableCurrentAndNoncurrent,63
OtherNoncurrentPayables,63
AccountsReceivableFairValueDisclosure,63
FinancialAssetsAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading,63
InventoriesTotal,63
FiniteLivedTradeNamesGross,63
PreferredStockAdditionalSeriesSharesOutstanding,62
AuctionRateSecuritiesNoncurrent,62
TradeAndOtherReceivables,62
LongTermDebtAndCapitalLeaseObligationsRepaymentsOfPrincipalInNextTwelveMonths,62
ContractWithCustomerAssetGrossCurrent,62
PledgedAssetsNotSeparatelyReportedFinanceReceivables,62
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,62
DeferredFinanceCostsNoncurrentGross,62
InventoryHomesUnderConstruction,61
CapitalUnitsAuthorized,61
CollateralizedAgreements,61
Borrowings,61
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseReportedAndIncurredButNotReportedIBNRClaims,60
DeferredCostsLeasingNetNoncurrent,60
ContractsReceivable,60
CommonStockIncludingAdditionalPaidInCapitalNetOfDiscount,60
PrincipalAmountOutstandingOnLoansSecuritized,60
CurrentReceivablesFromTaxesOtherThanIncomeTax,60
LiabilitiesArisingFromInsuranceContracts,60
PledgedFinancialInstrumentsNotSeparatelyReportedOtherDebtSecuritiesAvailableForSaleOrHeldForInvestment,59
CapitalizedCostsMineralInterestsInProvedProperties,59
LoansToOtherFederalHomeLoanBanks,59
FiniteLivedCustomerListsGross,59
NumberOfSharesAuthorised,59
SurplusNotes,58
ParValuePerShare,58
AccruedPayrollTaxes,58
InterestBearingDomesticDepositOtherTimeDeposit,58
FinancingReceivableRecordedInvestmentCurrent,58
ReinsuranceRecoverablesGross,58
LimitedLiabilityCompanyLLCPreferredUnitIssuanceValue,58
LineOfCreditFacilityFairValueOfAmountOutstanding,58
HeldToMaturitySecuritiesFairValueDisclosure,58
DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,58
FinancialInstrumentsOwnedAndPledgedAsCollateralAmountEligibleToBeRepledgedByCounterparty,58
AccountsPayableOther,58
AssetsHeldForSaleNotPartOfDisposalGroupCurrentOther,58
GroundLeasesAccumulatedAmortization,57
FinancialLiabilitiesAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading,57
InvestmentsInJointVentures,57
PreferredStockRedemptionAmountFutureRedeemableSecurities,57
CarryingValueOfFederalFundsSoldSecuritiesPurchasedUnderAgreementsToResellAndDepositsPaidForSecuritiesBorrowed,57
OtherInvestmentNotReadilyMarketableFairValue,57
LeasesReceivableCommercialLeaseFinancing,56
InterestBearingDomesticDepositNegotiableOrderOfWithdrawalNOW,56
NoncurrentPortionOfNoncurrentNotesAndDebenturesIssued,56
FlightEquipmentAccumulatedDepreciation,56
CommonStockAdditionalSeriesSharesAuthorized,56
EnergyMarketingContractLiabilitiesNoncurrent,56
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,56
ConstructionLoan,56
OtherInventoryPurchasedGoods,56
NetInvestmentInLeaseNoncurrent,56
CustomerLoyaltyProgramLiabilityNoncurrent,55
MalpracticeLossContingencyAccrualUndiscountedNoncurrent,55
DefinedBenefitPlanFundedStatusOfPlan,55
DebtorInPossessionFinancingBorrowingsOutstanding,55
LandUnderPurchaseOptionsRecorded,55
LoansAndLeasesReceivableConsumerNetOfDeferredIncome,55
DeferredTaxLiabilitiesTaxDeferredIncome,55
SecurityOwnedAndPledgedAsCollateralFairValue,55
RealEstateAssetsHeldForDevelopmentAndSale,54
DeferredCompensationArrangementWithIndividualCommonStockReservedForFutureIssuance,54
LongtermTransitionBondCurrent,54
FinancialAssetsAvailableforsale,54
AirlineRelatedInventory,54
TimeDepositMaturitiesYearOne,54
PublicUtilitiesPropertyPlantAndEquipmentAmountOfAcquisitionAdjustments1,54
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterestAdjustedBalance1,54
InventoryRawMaterialsAndPurchasedPartsNetOfReserves,54
NoncurrentContractAssets,54
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,54
RedeemableConvertiblePreferredStockCarryingAmount,53
MarketableSecuritiesEquitySecuritiesCurrent,53
DeferredIncome,53
DeferredGasPurchasesCurrent,53
OtherSundryLiabilitiesNoncurrent,53
OtherFinancialLiabilities,53
LoansAndLeasesReceivableCollateralForSecuredBorrowings,52
HybridInstrumentsAtFairValueNet,52
Capital,52
AvailableforsaleSecuritiesRestrictedCurrent,52
MediumtermNotesCurrent,52
CurrentFinancialAssetsAtFairValueThroughProfitOrLoss,52
InventoryRealEstateOther,52
AlternativeInvestment,52
AssetsHeldForSaleNotPartOfDisposalGroupOther,51
CurrentAdvances,51
LoansAndLeasesReceivableConsumerInstallmentOther,51
IncentiveToLessee,51
CrudeOilAndNaturalGasLiquids,51
PreconfirmationPropertyAndEquipmentNet,51
TradeAndOtherPayablesToTradeSuppliers,50
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureResidualValueOfLeasedAssets,50
FinancingReceivable,50
BorrowingsUnderGuaranteedInvestmentAgreements,50
EmployeeStockOwnershipPlanESOPNumberOfCommittedToBeReleasedShares,50
FinancialAssetsAtAmortisedCost,50
EnergyRelatedInventoryChemicals,50
OtherProvisions,49
AmortizationMethodQualifiedAffordableHousingProjectInvestments,49
CustomerFunds,49
VariableInterestEntityConsolidatedLiabilitiesNoRecourse,49
MortgageLoansOnRealEstateCarryingAmountOfMortgages,49
LoansAndLeasesReceivableCommercialNetOfDeferredIncome,49
BillingsInExcessOfCostNoncurrent,49
GuarantyLiabilities,49
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialLiabilities,48
SaleLeasebackTransactionNetBookValue,48
RedeemableNoncontrollingInterestEquityCommonRedemptionValue,48
LossContingencyReceivableCurrent,48
EnvironmentalExitCostsCostsAccruedToDate,48
LoansAndReceivables,47
PresentValueOfFutureMinimumLeasePaymentsSaleLeasebackTransactions,47
CommonStockAdditionalSeriesSharesIssued,47
LiabilitiesOfBusinessTransferredUnderContractualArrangementNoncurrent,47
DebtSecuritiesTradingRestricted,47
RealEstateOwnedValuationAllowanceComponent,47
NoncurrentPortionOfNoncurrentLoansReceived,47
ReinsuranceReceivablesCaseBasis,47
PostconfirmationDeferredFinancingCosts,47
BusinessCombinationContingentConsiderationAssetNoncurrent,47
DeferredTaxLiabilitiesOther,47
ReserveOfEquityComponentOfConvertibleInstruments,46
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,46
PublicUtilitiesPropertyPlantAndEquipmentLand,46
LongtermConstructionLoanCurrentAndNoncurrent,46
VariableInterestEntityConsolidatedAssetsPledged,46
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipment,46
ContractWithCustomerAssetGross,46
UnamortizedLossReacquiredDebtNoncurrent,46
DebtSecuritiesHeldToMaturityAllowanceForCreditLoss,46
AccumulatedAmortizationOfDebtIssuanceCostsLineOfCreditArrangements,46
HedgingAssetsNoncurrent,45
LiabilityForAsbestosAndEnvironmentalClaimsGross,45
TradeAndOtherPayables,45
ClosedBlockLiabilitiesFuturePolicyBenefitsAndPolicyholderAccountBalances,45
DeferredSetUpCostsCurrent,45
RecognisedLiabilitiesDefinedBenefitPlan,45
CapitalLeasesNetInvestmentInSalesTypeLeases,45
CompensatedAbsencesLiability,45
StockRepurchaseProgramNumberOfSharesAuthorizedToBeRepurchased,45
CommonStockAdditionalSeriesSharesOutstanding,45
ExcessCapital,44
UndistributedNetRealizedGainOrLossOnSaleOfProperties,44
MediumtermNotesNoncurrent,44
PropertyPlantAndEquipmentFairValueDisclosure,44
ShorttermInvestmentsClassifiedAsCashEquivalents,44
MergerReserve,44
PledgedFinancialInstrumentsNotSeparatelyReportedSecuritiesForRepurchaseAgreements,44
DirectFinancingLeaseNetInvestmentInLease,44
TradingSecuritiesFairValueDisclosure,44
TradeReceivables,44
BankAcceptanceLiabilities,44
CreditAndDebitCardReceivablesAtCarryingValue,44
PensionAndOtherPostretirementDefinedBenefitPlansNoncurrentLiabilities,43
PledgedAssetsNotSeparatelyReportedOtherFinancialInstruments,43
NonfinancialLiabilitiesFairValueDisclosure,43
LongtermLegalProceedingsProvision,43
FairValueHedgeLiabilitiesAtFairValue,43
CommercialPaperNoncurrent,43
LoansAndLeasesReceivableOtherNetOfDeferredIncome,43
RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,43
TangibleExplorationAndEvaluationAssets,43
AirlineRelatedInventoryAircraftParts,43
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax,42
InsuranceReceivableForMalpracticeCurrent,42
LossContingencyReceivableNoncurrent,42
CapitalLeasesNetInvestmentInDirectFinancingAndSalesTypeLeases,42
AccruedParticipationLiabilitiesDueInNextOperatingCycle,42
DerivativeLiabilityFairValueNet1,42
OtherPostretirementBenefitsPayableCurrentAndNoncurrent,42
NoncurrentGovernmentGrants,42
OtherInventoriesSpareParts,42
InsuranceReceivableForMalpracticeNoncurrent,42
InvestmentsInJointVenturesAccountedForUsingEquityMethod,42
AccruedUtilitiesCurrent,42
ReinsuranceRecoverablesOnUnpaidLossesGross,42
DueFromOtherRelatedParties,42
ReceivablesFairValueDisclosure,41
LiabilitiesSubjectToCompromiseDebtAndAccruedInterest,41
BankAcceptanceAssets,41
AcquiredFiniteLivedIntangibleAssetResidualValue,41
DefinedBenefitPlanBenefitObligation,41
TradeAndOtherReceivablesDueFromRelatedParties,40
CurrentBiologicalAssets,40
ContractWithCustomerRefundLiability,40
NetInvestmentInLease,40
ShareholdersEquityFairValueDisclosure,40
ServicingLiabilityAtFairValueAmount,40
TradeReceivablesHeldForSaleAmount,40
LoansAndLeasesReceivableBeforeFeesGross,40
EntityCommonStockSharesOutstanding,40
DeferredTaxLiabilitiesParentsBasisInDiscontinuedOperation,40
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,40
PostconfirmationPropertyAndEquipmentNet,40
PartnersCapitalAllocatedForIncomeTaxAndOtherWithdrawals,39
MineralPropertiesAccumulatedImpairment,39
GuaranteedInterestContracts,39
LongtermPollutionControlBondCurrentAndNoncurrent,39
TreasuryStockSharesAcquired,39
NoncurrentPayablesToRelatedParties,39
EmployeeStockOwnershipPlanESOPDeferredSharesFairValue,39
NoncurrentLoansAndReceivables,39
DerivativeLiabilityFairValueNet,39
DeferredTaxLiabilitiesDeferredExpense,39
PublicUtilitiesPropertyPlantAndEquipmentAmountOfConstructionWorkInProcessIncludedInRateBase,39
OtherInventoryMaterialsSuppliesAndMerchandiseUnderConsignment,38
CapitalAccumulationPlans,38
SupplementaryInsuranceInformationOtherPolicyClaimsAndBenefitsPayable,38
GuarantyAssets,38
CapitalizedCostsUncompletedWellsEquipmentAndFacilities,38
InvestmentsOtherThanInvestmentsAccountedForUsingEquityMethod,38
DeferredTaxAssetsTaxCreditCarryforwardsOther,38
ExtendedProductWarrantyAccrual,38
SpentNuclearFuelObligationNoncurrent,38
AgriculturalRelatedInventory,38
CurrentLoansAndReceivables,38
PreferredUnitsContributedCapital,38
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAllowanceForLoanLosses,38
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassFlightEquipmentGross,37
ReserveOfChangeInValueOfForeignCurrencyBasisSpreads,37
DeferredSubscriberAcquisitionCostsCurrent,37
ContractReceivableDueAfterOneYear,37
ShorttermProvisionForDecommissioningRestorationAndRehabilitationCosts,37
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,37
LeveragedLeasesBalanceSheetInvestmentInLeveragedLeasesNet,37
UndistributedIncomeFromOtherThanGainOrLossOnSaleOfProperties,37
LongTermConstructionLoanCurrent,37
DividendsPayableAmountPerShare,37
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,37
LiabilityForTitleClaimsAndClaimsAdjustmentExpense,36
FinancialLiabilitiesAtAmortisedCost,36
ReinsuranceRecoverablesOnUnpaidLossesAllowance,36
NoncurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome,36
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,36
FinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedAsUponInitialRecognition,36
CommissionsAndFloorBrokerageReceivables,36
ConstructionInProgress,36
ProductionCostsCumulative,36
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortization,36
PreproductionCostsRelatedToLongTermSupplyArrangementsAssetForMoldsDiesAndToolsNotOwned,36
DisposalGroupIncludingDiscontinuedOperationAccountsPayable,36
CommonStockAdditionalSeriesValue,36
ExplorationCostsCumulative,36
AmountsReceivableRelatedPartyTransactions,35
FiniteLivedNoncompeteAgreementsGross,35
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipmentNet,35
GroundLeasesGross,35
OtherFinancialAssets,35
LoansHeldForSaleCommercialRealEstate,35
SecuritizedAssetsAndAnyOtherFinancialAssetsManagedTogetherPrincipalAmountOutstanding,35
ContingentConsiderationClassifiedAsEquityFairValueDisclosure,35
SharesSubjectToMandatoryRedemptionSettlementTermsFairValueOfShares,35
FiniteLivedIntangibleAssetsFairValueDisclosure,35
OtherDeferredCompensationArrangementsLiabilityCurrentAndNoncurrent,35
ServicingLiability,35
AssetsDesignatedToClosedBlockFixedMaturitiesHeldToMaturityAtAmortizedCost,34
ServicingLiabilityAtAmortizedValueBalance,34
CurrentInterestPayable,34
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureInvestmentTaxCreditReceivable,34
CashFlowHedgeDerivativeInstrumentAssetsAtFairValue,34
PublicUtilitiesPropertyPlantAndEquipmentFuel,34
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,34
InventoryRealEstateImprovements,34
AociBeforeTaxAttributableToParent,34
RecognisedAssetsDefinedBenefitPlan,34
CurrentNotesAndDebenturesIssuedAndCurrentPortionOfNoncurrentNotesAndDebenturesIssued,34
PreproductionCostsRelatedToLongTermSupplyArrangementsAssetForMoldsDiesAndToolsOwned,34
ShorttermEmployeeBenefitsAccruals,33
CashFlowHedgeDerivativeInstrumentLiabilitiesAtFairValue,33
CreditRiskDerivativeLiabilitiesAtFairValue,33
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,33
InterestRateFairValueHedgeAssetAtFairValue,33
ForeignCurrencyContractsLiabilityFairValueDisclosure,33
DeferredTaxAssetsRegulatoryAssetsAndLiabilities,33
OilAndGasJointInterestBillingReceivablesNoncurrent,33
CapitalRedemptionReserve,33
SpecialAssessmentBondNoncurrent,33
HeldtomaturityInvestments,33
LiquidationBasisOfAccountingAccruedCostsToDisposeOfAssetsAndLiabilities,33
NetInvestmentInLeaseCurrent,33
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,33
